int,276
int,248
int,224
int,120
int,106
int,116
int,100
int,91
int,95
int,83
int,61
int,79
int,83
int,62
int,79
int,72
int,72
int,68
int,61
int,51
int,47
int,50
int,62
int,42
int,44
int,44
